"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2024-04-22","12:02:05","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-22","07:02:05","{""ec"":""L""}"
"2024-04-22","12:02:08","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-22","07:02:08",""
"2024-04-22","12:02:09","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-22","07:02:09",""
"2024-04-22","12:02:12","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-22","07:02:12","{""ec"":""L""}"
"2024-04-22","12:02:14","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-22","07:02:14",""
"2024-04-22","12:02:20","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-22","07:02:20",""
"2024-04-22","12:02:21","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-04-22","07:02:21","{""ec"":""M""}"
"2024-04-22","12:02:24","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-22","07:02:24",""
"2024-04-22","12:02:25","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-22","07:02:25","{""ec"":""L""}"
"2024-04-22","12:02:27","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-22","07:02:27",""
"2024-04-22","12:02:30","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-04-22","07:02:30",""
"2024-04-22","12:02:33","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-04-22","07:02:33",""
"2024-04-22","12:02:36","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-22","07:02:36",""
"2024-04-22","12:02:38","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-22","07:02:38",""
"2024-04-22","12:02:41","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-04-22","07:02:41","{""ec"":""M""}"
"2024-04-22","12:02:44","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-22","07:02:44","{""ec"":""L""}"
"2024-04-23","09:12:51","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-23","04:12:51",""
"2024-04-23","09:12:59","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-23","04:12:59",""
"2024-04-23","09:13:03","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-23","04:13:03",""
"2024-04-23","09:13:07","Западный Казахстан","QR Code","Абдрахманов Жандос Боранбаевич (CS-202)","","0","2024-04-23","04:13:07",""
"2024-04-23","09:13:10","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-23","04:13:10","{""ec"":""M""}"
"2024-04-23","09:13:14","Западный Казахстан","QR Code","Бейсенов Амир Маратович (CS - 202)","","0","2024-04-23","04:13:14",""
"2024-04-23","09:13:20","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-04-23","04:13:20",""
"2024-04-23","09:13:22","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-23","04:13:22",""
"2024-04-23","09:13:25","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-23","04:13:25",""
"2024-04-23","09:13:27","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-23","04:13:27","{""ec"":""L""}"
"2024-04-23","09:13:30","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-23","04:13:30",""
"2024-04-23","09:13:33","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-23","04:13:33",""
"2024-04-23","09:47:16","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-23","04:47:16",""
"2024-04-24","14:16:25","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-24","09:16:25",""
"2024-04-24","14:16:44","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-24","09:16:44","{""ec"":""L""}"
"2024-04-24","14:16:47","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-04-24","09:16:47","{""ec"":""L""}"
"2024-04-24","14:18:17","Западный Казахстан","QR Code","Тургазы Мади (CS-304)","","0","2024-04-24","09:18:17","{""ec"":""L""}"
"2024-04-26","11:38:26","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-04-26","06:38:26",""
"2024-04-26","11:38:42","Западный Казахстан","QR Code","Рудченко Владислав Антонович
 (CS - 304)","","0","2024-04-26","06:38:42",""
"2024-04-26","11:38:45","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-04-26","06:38:45",""
"2024-04-29","10:54:34","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-29","05:54:34",""
"2024-04-29","10:54:52","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-04-29","05:54:52","{""ec"":""L""}"
"2024-04-29","10:54:54","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-04-29","05:54:54","{""ec"":""L""}"
"2024-04-29","10:54:58","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-04-29","05:54:58",""
"2024-04-29","10:55:02","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-04-29","05:55:02","{""ec"":""M""}"
"2024-04-29","10:55:04","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-04-29","05:55:04",""
"2024-04-29","10:55:07","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-04-29","05:55:07",""
"2024-04-29","10:55:12","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-04-29","05:55:12",""
"2024-04-29","10:55:14","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-04-29","05:55:14","{""ec"":""L""}"
"2024-04-29","10:55:17","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-04-29","05:55:17",""
"2024-04-29","10:55:18","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-04-29","05:55:18",""
"2024-04-29","10:55:20","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-29","05:55:20",""
"2024-04-29","10:55:25","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-29","05:55:25","{""ec"":""M""}"
"2024-04-29","10:55:29","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-29","05:55:29","{""ec"":""L""}"
"2024-04-29","10:55:31","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-04-29","05:55:31","{""ec"":""L""}"
"2024-04-29","10:55:33","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-29","05:55:33","{""ec"":""L""}"
"2024-04-29","10:55:34","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-29","05:55:34",""
"2024-04-29","10:55:38","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-29","05:55:38","{""ec"":""L""}"
"2024-04-29","10:55:39","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-04-29","05:55:39",""
"2024-04-29","10:55:41","Западный Казахстан","QR Code","Бейсенов Амир Маратович (CS - 202)","","0","2024-04-29","05:55:41",""
"2024-04-29","10:55:49","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-29","05:55:49",""
"2024-04-29","10:55:51","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-29","05:55:51",""
"2024-04-29","10:55:53","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-04-29","05:55:53",""
"2024-04-29","10:55:57","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-29","05:55:57",""
"2024-04-29","10:55:58","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-29","05:55:58",""
"2024-04-29","10:56:00","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-04-29","05:56:00",""
"2024-04-29","19:01:42","Западный Казахстан","QR Code","*** Современное объектно-ориентированное программирование (ИС)","","0","2024-04-29","14:01:42",""
"2024-04-29","19:02:00","Западный Казахстан","QR Code","Бекбатыров Дастан Даниярович(ИС-106(с))","","0","2024-04-29","14:02:00",""
"2024-04-29","19:02:03","Западный Казахстан","QR Code","Журавлева Анастасия Александровна (ИС-106(с))","","0","2024-04-29","14:02:03","{""ec"":""M""}"
"2024-04-29","19:02:05","Западный Казахстан","QR Code","Забияко Амина Олеговна (ИС-106(c))","","0","2024-04-29","14:02:05",""
"2024-04-29","19:02:08","Западный Казахстан","QR Code","Турсынов Айтуар Бауржанович (ИС-106(c))","","0","2024-04-29","14:02:08",""
"2024-04-29","19:02:09","Западный Казахстан","QR Code","Валиева Дильяра Мансуровна
(ИС-106(c))","","0","2024-04-29","14:02:09",""
"2024-04-29","19:02:11","Западный Казахстан","QR Code","Асембаев Тимур Жасуланович (ИС-106(c)) ","","0","2024-04-29","14:02:11",""
"2024-04-30","09:12:45","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-04-30","04:12:45",""
"2024-04-30","09:12:51","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-04-30","04:12:51",""
"2024-04-30","09:13:10","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-04-30","04:13:10",""
"2024-04-30","09:13:14","Западный Казахстан","QR Code","Абдрахманов Жандос Боранбаевич (CS-202)","","0","2024-04-30","04:13:14","{""ec"":""L""}"
"2024-04-30","09:13:19","Западный Казахстан","QR Code","Бейсенов Амир Маратович (CS - 202)","","0","2024-04-30","04:13:19",""
"2024-04-30","09:13:30","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-04-30","04:13:30","{""ec"":""L""}"
"2024-04-30","09:13:31","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-04-30","04:13:31",""
"2024-04-30","09:13:33","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-04-30","04:13:33",""
"2024-04-30","09:13:38","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-04-30","04:13:38","{""ec"":""L""}"
"2024-04-30","09:13:43","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-04-30","04:13:43",""
"2024-04-30","09:13:44","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-04-30","04:13:44","{""ec"":""L""}"
"2024-04-30","09:13:47","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-04-30","04:13:47","{""ec"":""M""}"
"2024-04-30","09:13:50","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-04-30","04:13:50",""
"2024-04-30","09:13:54","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-04-30","04:13:54","{""ec"":""M""}"
"2024-04-30","09:31:20","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-04-30","04:31:20","{""ec"":""L""}"
"2024-04-30","18:57:56","Западный Казахстан","QR Code","*** Технология программирования  (ИС)","","0","2024-04-30","13:57:56",""
"2024-04-30","18:58:09","Западный Казахстан","QR Code","Каипов Мади Муратович (ИС-104(с))","","0","2024-04-30","13:58:09",""
"2024-04-30","18:58:13","Западный Казахстан","QR Code","Темір Құдайберген Әділханұлы (ИС-104(с))","","0","2024-04-30","13:58:13",""
"2024-04-30","18:58:26","Западный Казахстан","QR Code","Смагулов Алихан Сергеевич (ИС-104(с))","","0","2024-04-30","13:58:26",""
"2024-04-30","18:58:29","Западный Казахстан","QR Code","Жакенова Даяна Айдархановна (ИС-104(С))","","0","2024-04-30","13:58:29","{""ec"":""L""}"
"2024-04-30","18:58:37","Западный Казахстан","QR Code","Смирнов Александр Витальевич (ИС-104(с))","","0","2024-04-30","13:58:37",""
"2024-04-30","18:58:40","Западный Казахстан","QR Code","Тимуров Вадим Тимурович (ИС-104(с))","","0","2024-04-30","13:58:40",""
"2024-05-02","17:07:36","Западный Казахстан","QR Code","*** Технология программирования  (ИС)","","0","2024-05-02","12:07:36",""
"2024-05-02","17:08:10","Западный Казахстан","QR Code","Эрпорт Никита Сергеевич (ИС-102(с))","","0","2024-05-02","12:08:10",""
"2024-05-02","17:08:18","Западный Казахстан","QR Code","Шаймерденов Жаксылык Ерсаинович (ИС-102(с))","","0","2024-05-02","12:08:18","{""ec"":""L""}"
"2024-05-02","17:08:20","Западный Казахстан","QR Code","Романов Максим Александрович (ИС-102(с))","","0","2024-05-02","12:08:20",""
"2024-05-02","17:08:27","Западный Казахстан","QR Code","Каирбаева Дильназ Беркбаевна (ИС-102(с))","","0","2024-05-02","12:08:27",""
"2024-05-02","17:08:34","Западный Казахстан","QR Code","Саттар Саят Тлеубекулы (ИС-102(с))","","0","2024-05-02","12:08:34","{""ec"":""M""}"
"2024-05-02","17:08:38","Западный Казахстан","QR Code","Певнев Константин Витальевич (ИС-102(с))","","0","2024-05-02","12:08:38",""
"2024-05-02","17:08:40","Западный Казахстан","QR Code","Амантай Анель Дуйсенқызы (ИС-102(с))","","0","2024-05-02","12:08:40",""
"2024-05-02","19:35:02","Западный Казахстан","QR Code","*** Разработка мобильных приложений на Android","","0","2024-05-02","14:35:02",""
"2024-05-02","19:35:21","Западный Казахстан","QR Code","Сапонов Владимир Дмитриевич (CS-108(с))","","0","2024-05-02","14:35:21",""
"2024-05-02","19:35:28","Западный Казахстан","QR Code","Жұман Әділбек Нұрлыбекұлы (CS-108 (c))","","0","2024-05-02","14:35:28",""
"2024-05-02","19:36:07","Западный Казахстан","QR Code","Есина Юлия Владимировна (CS-102(2в))","","0","2024-05-02","14:36:07","{""ec"":""L""}"
"2024-05-03","08:22:27","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-05-03","03:22:27",""
"2024-05-03","08:22:36","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-05-03","03:22:36","{""ec"":""L""}"
"2024-05-03","08:22:42","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-05-03","03:22:42",""
"2024-05-03","08:22:45","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-05-03","03:22:45",""
"2024-05-03","08:22:49","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-05-03","03:22:49",""
"2024-05-03","08:22:53","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-05-03","03:22:53",""
"2024-05-03","08:22:57","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-05-03","03:22:57","{""ec"":""L""}"
"2024-05-03","08:23:01","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-05-03","03:23:01","{""ec"":""M""}"
"2024-05-03","08:23:03","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-05-03","03:23:03",""
"2024-05-03","08:23:08","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-05-03","03:23:08",""
"2024-05-03","08:23:12","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-05-03","03:23:12",""
"2024-05-03","08:23:14","Западный Казахстан","QR Code","Кайдаров Самат Еренгайбович (CS-204)","","0","2024-05-03","03:23:14",""
"2024-05-03","08:23:18","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-05-03","03:23:18",""
"2024-05-03","08:23:23","Западный Казахстан","QR Code","Герасимов Александр Владимирович  (CS-204)","","0","2024-05-03","03:23:23","{""ec"":""L""}"
"2024-05-03","08:23:24","Западный Казахстан","QR Code","Тамерлан Жемет Амангельдіұлы (CS-204)","","0","2024-05-03","03:23:24",""
"2024-05-03","10:09:03","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-05-03","05:09:03",""
"2024-05-03","10:09:22","Западный Казахстан","QR Code","Рудченко Владислав Антонович
 (CS - 304)","","0","2024-05-03","05:09:22","{""ec"":""L""}"
"2024-05-03","10:34:01","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-05-03","05:34:01",""
"2024-05-03","10:34:04","Западный Казахстан","QR Code","Агаев Мирсултан Ханверди-оглы (CS-302)","","0","2024-05-03","05:34:04",""
"2024-05-03","10:34:36","Западный Казахстан","QR Code","Глушак Александр Александрович (CS-302)","","0","2024-05-03","05:34:36","{""ec"":""L""}"
"2024-05-06","11:18:19","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-05-06","06:18:19",""
"2024-05-06","11:18:28","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-05-06","06:18:28",""
"2024-05-06","11:18:33","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-05-06","06:18:33","{""ec"":""L""}"
"2024-05-06","11:18:35","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-05-06","06:18:35","{""ec"":""M""}"
"2024-05-06","11:18:39","Западный Казахстан","QR Code","Сутжанова Асем Канатовна (CS-204)","","0","2024-05-06","06:18:39",""
"2024-05-06","11:18:42","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-05-06","06:18:42","{""ec"":""L""}"
"2024-05-06","11:18:45","Западный Казахстан","QR Code","Капенов Уалихан Талгатович (CS-202)
","","0","2024-05-06","06:18:45","{""ec"":""M""}"
"2024-05-06","11:18:47","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-05-06","06:18:47","{""ec"":""M""}"
"2024-05-06","11:18:58","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-05-06","06:18:58",""
"2024-05-06","11:19:01","Западный Казахстан","QR Code","Тамерлан Жемет Амангельдіұлы (CS-204)","","0","2024-05-06","06:19:01",""
"2024-05-06","11:19:02","Западный Казахстан","QR Code","Герасимов Александр Владимирович  (CS-204)","","0","2024-05-06","06:19:02",""
"2024-05-06","11:19:05","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-05-06","06:19:05",""
"2024-05-06","11:19:06","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-05-06","06:19:06",""
"2024-05-06","11:19:09","Западный Казахстан","QR Code","Перевозчиков Владислав Юрьевич (CS-202)","","0","2024-05-06","06:19:09",""
"2024-05-06","11:19:11","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-05-06","06:19:11",""
"2024-05-06","11:19:13","Западный Казахстан","QR Code","Fajobi Michael (CS-202)","","0","2024-05-06","06:19:13",""
"2024-05-06","11:19:21","Западный Казахстан","QR Code","Сорочинский Максим Евгеньевич (CS-202)","","0","2024-05-06","06:19:21",""
"2024-05-06","11:19:26","Западный Казахстан","QR Code","Золотов Богдан Сергеевич (CS-202)","","0","2024-05-06","06:19:26",""
"2024-05-06","11:19:29","Западный Казахстан","QR Code","Аубакиров Мади Уланович (CS-202)","","0","2024-05-06","06:19:29",""
"2024-05-06","11:19:31","Западный Казахстан","QR Code","Мусин Даниял Канатович (CS-202)","","0","2024-05-06","06:19:31","{""ec"":""L""}"
"2024-05-06","11:19:35","Западный Казахстан","QR Code","Каир Богдан (CS-202)","","0","2024-05-06","06:19:35","{""ec"":""L""}"
"2024-05-06","11:19:37","Западный Казахстан","QR Code","Абиев Арын Ондарбекавич (CS-202)","","0","2024-05-06","06:19:37",""
"2024-05-06","11:19:39","Западный Казахстан","QR Code","Шунгулов Алдияр ( CS-202 )","","0","2024-05-06","06:19:39",""
"2024-05-06","11:19:40","Западный Казахстан","QR Code","Декскаймер Максим Сергеевич (CS-202)","","0","2024-05-06","06:19:40",""
"2024-05-06","11:19:44","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-05-06","06:19:44","{""ec"":""M""}"
"2024-05-06","11:19:45","Западный Казахстан","QR Code","Малимон Никита Сергеевич (CS-202)","","0","2024-05-06","06:19:45",""
"2024-05-06","11:19:54","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-05-06","06:19:54","{""ec"":""L""}"
"2024-05-06","11:19:59","Западный Казахстан","QR Code","Muhammad Mustapha (CS-202)","","0","2024-05-06","06:19:59",""
"2024-05-06","11:39:34","Западный Казахстан","QR Code","*** PRO","","0","2024-05-06","06:39:34",""
"2024-05-06","11:39:44","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-05-06","06:39:44",""
"2024-05-06","11:39:49","Западный Казахстан","QR Code","Тукаев Фархат Газинурович (CS-202)","","0","2024-05-06","06:39:49","{""ec"":""M""}"
"2024-05-06","18:08:16","Западный Казахстан","QR Code","*** Современное объектно-ориентированное программирование (ИС)","","0","2024-05-06","13:08:16",""
"2024-05-06","18:08:46","Западный Казахстан","QR Code","Забияко Амина Олеговна (ИС-106(c))","","0","2024-05-06","13:08:46",""
"2024-05-06","18:08:48","Западный Казахстан","QR Code","Журавлева Анастасия Александровна (ИС-106(с))","","0","2024-05-06","13:08:48",""
"2024-05-06","18:08:52","Западный Казахстан","QR Code","Бекбатыров Дастан Даниярович(ИС-106(с))","","0","2024-05-06","13:08:52","{""ec"":""L""}"
"2024-05-06","18:27:03","Западный Казахстан","QR Code","Турсынов Айтуар Бауржанович (ИС-106(c))","","0","2024-05-06","13:27:03",""
"2024-05-10","08:19:34","Западный Казахстан","QR Code","*** Технология программирования  CS-202, CS-204","","0","2024-05-10","03:19:34",""
"2024-05-10","08:20:05","Западный Казахстан","QR Code","Мандрыга Александр Витальевич (CS-204)","","0","2024-05-10","03:20:05",""
"2024-05-10","08:20:09","Западный Казахстан","QR Code","Шиляев Никита Николаевич (CS-204)","","0","2024-05-10","03:20:09","{""ec"":""M""}"
"2024-05-10","08:20:13","Западный Казахстан","QR Code","Асенов Жанибек Рымбекович (CS-204)","","0","2024-05-10","03:20:13","{""ec"":""M""}"
"2024-05-10","08:20:17","Западный Казахстан","QR Code","Шлехт Никита Андреевич (CS-204)","","0","2024-05-10","03:20:17",""
"2024-05-10","08:20:23","Западный Казахстан","QR Code","Тяжелова Ксения Витальевна (CS-204)","","0","2024-05-10","03:20:23","{""ec"":""L""}"
"2024-05-10","08:20:27","Западный Казахстан","QR Code","Колоколкин Максим (CS-204)","","0","2024-05-10","03:20:27",""
"2024-05-10","08:20:28","Западный Казахстан","QR Code","Байтемиров Мадиар Бейсенбаевич (CS-204)","","0","2024-05-10","03:20:28","{""ec"":""L""}"
"2024-05-10","08:20:33","Западный Казахстан","QR Code","Шакрат Батырхан Талғатұлы (CS-204)","","0","2024-05-10","03:20:33",""
"2024-05-10","08:20:40","Западный Казахстан","QR Code","Есалимов Карим Кайратович (CS-204)","","0","2024-05-10","03:20:40",""
"2024-05-10","08:20:45","Западный Казахстан","QR Code","Герасимов Александр Владимирович  (CS-204)","","0","2024-05-10","03:20:45",""
"2024-05-10","08:23:25","Западный Казахстан","QR Code","Тамерлан Жемет Амангельдіұлы (CS-204)","","0","2024-05-10","03:23:25","{""ec"":""L""}"
"2024-05-10","08:23:58","Западный Казахстан","QR Code","Тальке Виктор Вячеславович ( CS-204 )","","0","2024-05-10","03:23:58",""
"2024-05-10","08:24:41","Западный Казахстан","QR Code","Шакиров Арсен Тулегенович (CS-204)","","0","2024-05-10","03:24:41",""
"2024-05-10","11:23:17","Западный Казахстан","QR Code","*** Разработка мобильных приложений (2 семестр)","","0","2024-05-10","06:23:17",""
"2024-05-10","11:23:39","Западный Казахстан","QR Code","Азанбаев Арыстан Жанатович (CS-302)","","0","2024-05-10","06:23:39",""
"2024-05-10","11:23:44","Западный Казахстан","QR Code","Әбіш Әлішер Медғатұлы (CS-304)","","0","2024-05-10","06:23:44",""
"2024-05-10","11:27:38","Западный Казахстан","QR Code","Тургазы Мади (CS-304)","","0","2024-05-10","06:27:38","{""ec"":""L""}"
